state,district,name
Arunachal Pradesh,East Siang,Ruksin
Arunachal Pradesh,East Siang,Sille-Oyan
Arunachal Pradesh,East Siang,Pasigha
Arunachal Pradesh,East Siang,Mebo
Arunachal Pradesh,East Siang,Namsing
Arunachal Pradesh,Upper Siang,Upper Siang
Arunachal Pradesh,Upper Siang,Tuting
Arunachal Pradesh,Upper Siang,Migging
Arunachal Pradesh,Upper Siang,Palling
Arunachal Pradesh,Upper Siang,Gelling
Arunachal Pradesh,Upper Siang,Singa
Arunachal Pradesh,Upper Siang,Yingkiong
Arunachal Pradesh,Upper Siang,Jengging
Arunachal Pradesh,Upper Siang,Geku
Arunachal Pradesh,Upper Siang,Mariyang
Arunachal Pradesh,Upper Siang,Mopom ( Adipasi
Arunachal Pradesh,Upper Siang,Katan
Arunachal Pradesh,Changlang,Changlang
Arunachal Pradesh,Changlang,Khimiyong
Arunachal Pradesh,Changlang,Yatdam
Arunachal Pradesh,Changlang,Namtok
Arunachal Pradesh,Changlang,Manmao
Arunachal Pradesh,Changlang,Renuk
Arunachal Pradesh,Changlang,Lyngok-Longtoi
Arunachal Pradesh,Changlang,Nampong
Arunachal Pradesh,Changlang,Tikhak Rima Putok
Arunachal Pradesh,Changlang,Jairampur
Arunachal Pradesh,Changlang,Vijoynagar
Arunachal Pradesh,Changlang,Miao
Arunachal Pradesh,Changlang,Kharsang
Arunachal Pradesh,Changlang,Diyun
Arunachal Pradesh,Changlang,Bordumsa
Arunachal Pradesh,Tirap,Tirap
Arunachal Pradesh,Tirap,Namsang
Arunachal Pradesh,Tirap,Soha
Arunachal Pradesh,Tirap,Khonsa
Arunachal Pradesh,Tirap,Dadam
Arunachal Pradesh,Tirap,Kanubari
Arunachal Pradesh,Tirap,Lawnu
Arunachal Pradesh,Tirap,Longding
Arunachal Pradesh,Tirap,Pumao
Arunachal Pradesh,Tirap,Pangchao
Arunachal Pradesh,Tirap,Wakka
Arunachal Pradesh,Tirap,Laju
Arunachal Pradesh,Lower Subansiri,Lower Subansiri
Arunachal Pradesh,Lower Subansiri,Ziro (Sadar
Arunachal Pradesh,Lower Subansiri,Old Ziro
Arunachal Pradesh,Lower Subansiri,Yachuli
Arunachal Pradesh,Lower Subansiri,Yazali
Arunachal Pradesh,Lower Subansiri,Pistana
Arunachal Pradesh,Lower Subansiri,Kamporijo
Arunachal Pradesh,Lower Subansiri,Dollungmukh
Arunachal Pradesh,Lower Subansiri,Raga
Arunachal Pradesh,Kurung Kumey,Kurung Kumey
Arunachal Pradesh,Kurung Kumey,Palin
Arunachal Pradesh,Kurung Kumey,Yangte
Arunachal Pradesh,Kurung Kumey,Sangram
Arunachal Pradesh,Kurung Kumey,Nyapin
Arunachal Pradesh,Kurung Kumey,Phassang
Arunachal Pradesh,Kurung Kumey,Koloriang
Arunachal Pradesh,Kurung Kumey,Chambang
Arunachal Pradesh,Kurung Kumey,Gangte
Arunachal Pradesh,Kurung Kumey,Tarak-Lengdi
Arunachal Pradesh,Kurung Kumey,Sarli
Arunachal Pradesh,Kurung Kumey,Parsi-Parlo
Arunachal Pradesh,Kurung Kumey,Damin
Arunachal Pradesh,Kurung Kumey,Longding Koling (Pipsorang
Arunachal Pradesh,Kurung Kumey,Tali
Arunachal Pradesh,Dibang Valley,Dibang Valley
Arunachal Pradesh,Dibang Valley,Mipi
Arunachal Pradesh,Dibang Valley,Anini
Arunachal Pradesh,Dibang Valley,Etalin
Arunachal Pradesh,Dibang Valley,Anelih
Arunachal Pradesh,Dibang Valley,Kronli (Arzoo circle
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley
Arunachal Pradesh,Lower Dibang Valley,Hunli
Arunachal Pradesh,Lower Dibang Valley,Desali
Arunachal Pradesh,Lower Dibang Valley,Roing
Arunachal Pradesh,Lower Dibang Valley,Dambuk
Arunachal Pradesh,Lower Dibang Valley,Tinali ( Paglam
Arunachal Pradesh,Lower Dibang Valley,Koronu
Arunachal Pradesh,Lohit,Lohi
Arunachal Pradesh,Lohit,Sunpura
Arunachal Pradesh,Lohit,Tezu
Arunachal Pradesh,Lohit,Wakro
Arunachal Pradesh,Lohit,Chongkham
Arunachal Pradesh,Lohit,Namsai
Arunachal Pradesh,Lohit,Lathao
Arunachal Pradesh,Lohit,Piyong
Arunachal Pradesh,Lohit,Lekang (Mahadevpur
Arunachal Pradesh,Anjaw,Anjaw
Arunachal Pradesh,Anjaw,Hayuliang
Arunachal Pradesh,Anjaw,Manchal
Arunachal Pradesh,Anjaw,Goiliang
Arunachal Pradesh,Anjaw,Chaglagam
Arunachal Pradesh,Anjaw,Metengliang
Arunachal Pradesh,Anjaw,Kibithoo
Arunachal Pradesh,Anjaw,Walong
Arunachal Pradesh,Anjaw,Hawai
Assam,Kokrajhar,Kokrajhar
Assam,Kokrajhar,Gossaigaon
Assam,Kokrajhar,Bhowraguri
Assam,Kokrajhar,Dotoma
Assam,Kokrajhar,Kokrajhar
Assam,Kokrajhar,Golokganj
Assam,Kokrajhar,Dhubri
Assam,Kokrajhar,Bagribari
Assam,Kokrajhar,Bilasipara
Assam,Kokrajhar,Chapar
Assam,Dhubri,Dhubri
Assam,Dhubri,Gossaigaon
Assam,Dhubri,Agamoni
Assam,Dhubri,Golokganj
Assam,Dhubri,Dhubri
Assam,Dhubri,Bagribari
Assam,Dhubri,Bilasipara
Assam,Dhubri,Chapar
Assam,Dhubri,South Salmara
Assam,Dhubri,Mankachar
Assam,Goalpara,Goalpara
Assam,Goalpara,Lakhipur
Assam,Goalpara,Balijana
Assam,Goalpara,Matia
Assam,Goalpara,Dudhnai
Assam,Goalpara,Rangjuli
Assam,Barpeta,Barpeta
Assam,Barpeta,Barnagar
Assam,Barpeta,Kalgachia
Assam,Barpeta,Baghbor
Assam,Barpeta,Chenga
Assam,Barpeta,Sarthebari
Assam,Barpeta,Bajali
Assam,Barpeta,Sarupeta
Assam,Barpeta,Jalah
Assam,Morigaon,Morigaon
Assam,Morigaon,Mayong
Assam,Morigaon,Bhuragaon
Assam,Morigaon,Laharigha
Assam,Morigaon,Marigaon
Assam,Morigaon,Mikirbheta
Assam,Nagaon,Nagaon
Assam,Nagaon,Kaliabor
Assam,Nagaon,Samaguri
Assam,Nagaon,Rupahi
Assam,Nagaon,Dhing
Assam,Nagaon,Raha
Assam,Nagaon,Kampur
Assam,Nagaon,Hojai
Assam,Nagaon,Doboka
Assam,Nagaon,Lanka
Assam,Sonitpur,Sonitpur
Assam,Sonitpur,Dhekiajuli
Assam,Sonitpur,Chariduar
Assam,Sonitpur,Tezpur
Assam,Sonitpur,Na-Duar
Assam,Sonitpur,Biswanath
Assam,Sonitpur,Helem
Assam,Sonitpur,Gohpur
Assam,Lakhimpur,Lakhimpur
Assam,Lakhimpur,Narayanpur
Assam,Lakhimpur,Bihpuria
Assam,Lakhimpur,Naobaicha
Assam,Lakhimpur,Kadam
Assam,Lakhimpur,North Lakhimpur
Assam,Lakhimpur,Dhakuakhana
Assam,Lakhimpur,Subansiri
Assam,Dhemaji,Dhemaji
Assam,Dhemaji,Sissibargaon
Assam,Dhemaji,Jonai
Assam,Dhemaji,Dhakuakhana
Assam,Dhemaji,Subansiri
Assam,Dhemaji,Gogamukh
Assam,Tinsukia,Tinsukia
Assam,Tinsukia,Sadiya
Assam,Tinsukia,Doom Dooma
Assam,Tinsukia,Margherita
Assam,Dibrugarh,Dibrugarh
Assam,Dibrugarh,Dibrugarh Wes
Assam,Dibrugarh,Dibrugarh Eas
Assam,Dibrugarh,Chabua
Assam,Dibrugarh,Tengakha
Assam,Dibrugarh,Moran
Assam,Dibrugarh,Tingkhong
Assam,Dibrugarh,Naharkatiya
Assam,Sivasagar,Sivasagar
Assam,Sivasagar,Dimow
Assam,Sivasagar,Amguri
Assam,Sivasagar,Nazira
Assam,Sivasagar,Sonari
Assam,Sivasagar,Mahmora
Assam,Jorhat,Jorha
Assam,Jorhat,Majuli
Assam,Jorhat,Jorhat Wes
Assam,Jorhat,Jorhat Eas
Assam,Jorhat,Teok
Assam,Jorhat,Titabor
Assam,Jorhat,Mariani
Assam,Golaghat,Golagha
Assam,Golaghat,Bokakha
Assam,Golaghat,Khumtai
Assam,Golaghat,Dergaon
Assam,Golaghat,Morangi
Assam,Golaghat,Sarupathar
Assam,Karbi Anglong,Karbi Anglong
Assam,Karbi Anglong,Donka
Assam,Karbi Anglong,Diphu
Assam,Karbi Anglong,Phuloni
Assam,Karbi Anglong,Silonijan
Assam,Dima Hasao,Dima Hasao
Assam,Dima Hasao,Umrangso
Assam,Dima Hasao,Haflong
Assam,Dima Hasao,Mahur
Assam,Dima Hasao,Maibong
Assam,Cachar,Cachar
Assam,Cachar,Katigora
Assam,Cachar,Silchar
Assam,Cachar,Udarbond
Assam,Cachar,Sonai
Assam,Cachar,Lakhipur
Assam,Karimganj,Karimganj
Assam,Karimganj,Badarpur
Assam,Karimganj,Nilambazar
Assam,Karimganj,Patharkandi
Assam,Karimganj,Ramkrishna Nagar
Assam,Hailakandi,Hailakandi
Assam,Hailakandi,Algapur
Assam,Hailakandi,Lala
Assam,Hailakandi,Katlichara
Assam,Bongaigaon,Bongaigaon
Assam,Bongaigaon,Bongaigaon
Assam,Bongaigaon,Boitamari
Assam,Bongaigaon,Srijangram
Assam,Bongaigaon,Bijni
Assam,Bongaigaon,Sidli
Assam,Chirang,Chirang
Assam,Chirang,Kokrajhar
Assam,Chirang,Bengtol
Assam,Chirang,Sidli
Assam,Chirang,Bongaigaon
Assam,Chirang,Bijni
Assam,Chirang,Barnagar
Assam,Kamrup,Kamrup
Assam,Kamrup,Goreswar
Assam,Kamrup,Rangia
Assam,Kamrup,Koya
Assam,Kamrup,Kamalpur
Assam,Kamrup,Hajo
Assam,Kamrup,Chhaygaon
Assam,Kamrup,Goroimari
Assam,Kamrup,Chamaria
Assam,Kamrup,Nagarbera
Assam,Kamrup,Boko
Assam,Kamrup,Palasbari
Assam,Kamrup,North Guwahati
Assam,Kamrup (Metropolitan),Kamrup Metropolitan
Assam,Kamrup (Metropolitan),Azara
Assam,Kamrup (Metropolitan),North Guwahati
Assam,Kamrup (Metropolitan),Guwahati
Assam,Kamrup (Metropolitan),Dispur
Assam,Kamrup (Metropolitan),Sonapur
Assam,Kamrup (Metropolitan),Chandrapur
Assam,Nalbari,Nalbari
Assam,Nalbari,Barama
Assam,Nalbari,Tihu
Assam,Nalbari,Pachim Nalbari
Assam,Nalbari,Barkhetri
Assam,Nalbari,Barbhag
Assam,Nalbari,Banekuchi
Assam,Nalbari,Ghograpar
Assam,Nalbari,Baganpara
Assam,Baksa,Baksa
Assam,Baksa,Barnagar
Assam,Baksa,Bajali
Assam,Baksa,Sarupeta
Assam,Baksa,Jalah
Assam,Baksa,Goreswar
Assam,Baksa,Rangia
Assam,Baksa,Barama
Assam,Baksa,Tihu
Assam,Baksa,Ghograpar
Assam,Baksa,Baska
Assam,Baksa,Baganpara
Assam,Baksa,Tamulpur
Assam,Baksa,Pathorigha
Assam,Darrang,Darrang
Assam,Darrang,Khoirabari
Assam,Darrang,Pathorigha
Assam,Darrang,Sipajhar
Assam,Darrang,Mangaldoi
Assam,Darrang,Kalaigaon
Assam,Darrang,Dalgaon
Assam,Udalguri,Udalguri
Assam,Udalguri,Khoirabari
Assam,Udalguri,Pathorigha
Assam,Udalguri,Mangaldoi
Assam,Udalguri,Kalaigaon
Assam,Udalguri,Dalgaon
Assam,Udalguri,Harisinga
Assam,Udalguri,Mazba
Assam,Udalguri,Dhekiajuli
Bihar,Pashchim Champaran,Pashchim Champaran
Bihar,Pashchim Champaran,Sidhaw
Bihar,Pashchim Champaran,Ramnagar
Bihar,Pashchim Champaran,Gaunaha
Bihar,Pashchim Champaran,Mainatanr
Bihar,Pashchim Champaran,Narkatiaganj
Bihar,Pashchim Champaran,Lauriya
Bihar,Pashchim Champaran,Bagaha
Bihar,Pashchim Champaran,Piprasi
Bihar,Pashchim Champaran,Madhubani
Bihar,Pashchim Champaran,Bhitaha
Bihar,Pashchim Champaran,Thakrahan
Bihar,Pashchim Champaran,Jogapatti
Bihar,Pashchim Champaran,Chanpatia
Bihar,Pashchim Champaran,Sikta
Bihar,Pashchim Champaran,Majhaulia
Bihar,Pashchim Champaran,Bettiah
Bihar,Pashchim Champaran,Bairia
Bihar,Pashchim Champaran,Nautan
Bihar,Purba Champaran,Purba Champaran
Bihar,Purba Champaran,Raxaul
Bihar,Purba Champaran,Adapur
Bihar,Purba Champaran,Ramgarhwa
Bihar,Purba Champaran,Sugauli
Bihar,Purba Champaran,Banjaria
Bihar,Purba Champaran,Narkatia
Bihar,Purba Champaran,Bankatwa
Bihar,Purba Champaran,Ghorasahan
Bihar,Purba Champaran,Dhaka
Bihar,Purba Champaran,Chiraia
Bihar,Purba Champaran,Motihari
Bihar,Purba Champaran,Turkaulia
Bihar,Purba Champaran,Harsidhi
Bihar,Purba Champaran,Paharpur
Bihar,Purba Champaran,Areraj
Bihar,Purba Champaran,Sangrampur
Bihar,Purba Champaran,Kesaria
Bihar,Purba Champaran,Kalyanpur
Bihar,Purba Champaran,Kotwa
Bihar,Purba Champaran,Piprakothi
Bihar,Purba Champaran,Chakia(Pipra
Bihar,Purba Champaran,Pakri Dayal
Bihar,Purba Champaran,Patahi
Bihar,Purba Champaran,Phenhara
Bihar,Purba Champaran,Madhuban
Bihar,Purba Champaran,Tetaria
Bihar,Purba Champaran,Mehsi
Bihar,Sheohar,Sheohar
Bihar,Sheohar,Purnahiya
Bihar,Sheohar,Piprarhi
Bihar,Sheohar,Dumri Katsari
Bihar,Sheohar,Tariani Chowk
Bihar,Sitamarhi,Sitamarhi
Bihar,Sitamarhi,Bairgania
Bihar,Sitamarhi,Suppi
Bihar,Sitamarhi,Majorganj
Bihar,Sitamarhi,Sonbarsa
Bihar,Sitamarhi,Parihar
Bihar,Sitamarhi,Sursand
Bihar,Sitamarhi,Bathnaha
Bihar,Sitamarhi,Riga
Bihar,Sitamarhi,Parsauni
Bihar,Sitamarhi,Belsand
Bihar,Sitamarhi,Runisaidpur
Bihar,Sitamarhi,Dumra
Bihar,Sitamarhi,Bajpatti
Bihar,Sitamarhi,Charau
Bihar,Sitamarhi,Pupri
Bihar,Sitamarhi,Nanpur
Bihar,Sitamarhi,Bokhara
Bihar,Madhubani,Madhubani
Bihar,Madhubani,Madhwapur
Bihar,Madhubani,Harlakhi
Bihar,Madhubani,Basopatti
Bihar,Madhubani,Jainagar
Bihar,Madhubani,Ladania
Bihar,Madhubani,Laukaha
Bihar,Madhubani,Laukahi
Bihar,Madhubani,Phulparas
Bihar,Madhubani,Babubarhi
Bihar,Madhubani,Khajauli
Bihar,Madhubani,Kaluahi
Bihar,Madhubani,Benipatti
Bihar,Madhubani,Bisfi
Bihar,Madhubani,Pandaul
Bihar,Madhubani,Rajnagar
Bihar,Madhubani,Andhratharhi
Bihar,Madhubani,Jhanjharpur
Bihar,Madhubani,Ghoghardiha
Bihar,Madhubani,Lakhnaur
Bihar,Madhubani,Madhepur
Bihar,Supaul,Supaul
Bihar,Supaul,Nirmali
Bihar,Supaul,Basantpur
Bihar,Supaul,Chhatapur
Bihar,Supaul,Pratapganj
Bihar,Supaul,Raghopur
Bihar,Supaul,Saraigarh Bhaptiyahi
Bihar,Supaul,Kishanpur
Bihar,Supaul,Marauna
Bihar,Supaul,Pipra
Bihar,Supaul,Tribeniganj
Bihar,Araria,Araria
Bihar,Araria,Narpatganj
Bihar,Araria,Forbesganj
Bihar,Araria,Bhargama
Bihar,Araria,Raniganj
Bihar,Araria,Kursakatta
Bihar,Araria,Sikti
Bihar,Araria,Palasi
Bihar,Araria,Jokiha
Bihar,Kishanganj,Kishanganj
Bihar,Kishanganj,Terhagachh
Bihar,Kishanganj,Dighalbank
Bihar,Kishanganj,Thakurganj
Bihar,Kishanganj,Pothia
Bihar,Kishanganj,Bahadurganj
Bihar,Kishanganj,Kochadhamin
Bihar,Purnia,Purnia
Bihar,Purnia,Banmankhi
Bihar,Purnia,Barhara
Bihar,Purnia,Bhawanipur
Bihar,Purnia,Rupauli
Bihar,Purnia,Dhamdaha
Bihar,Purnia,Krityanand Nagar
Bihar,Purnia,Purnia Eas
Bihar,Purnia,Kasba
Bihar,Purnia,Srinagar
Bihar,Purnia,Jalalgarh
Bihar,Purnia,Amour
Bihar,Purnia,Baisa
Bihar,Purnia,Baisi
Bihar,Purnia,Dagarua
Bihar,Katihar,Katihar
Bihar,Katihar,Falka
Bihar,Katihar,Korha
Bihar,Katihar,Hasanganj
Bihar,Katihar,Kadwa
Bihar,Katihar,Balrampur
Bihar,Katihar,Barsoi
Bihar,Katihar,Azamnagar
Bihar,Katihar,Pranpur
Bihar,Katihar,Dandkhora
Bihar,Katihar,Mansahi
Bihar,Katihar,Barari
Bihar,Katihar,Sameli
Bihar,Katihar,Kursela
Bihar,Katihar,Manihari
Bihar,Katihar,Amdabad
Bihar,Madhepura,Madhepura
Bihar,Madhepura,Gamharia
Bihar,Madhepura,Singheshwar
Bihar,Madhepura,Ghailarh
Bihar,Madhepura,Shankarpur
Bihar,Madhepura,Kumarkhand
Bihar,Madhepura,Murliganj
Bihar,Madhepura,Gwalpara
Bihar,Madhepura,Bihariganj
Bihar,Madhepura,Kishanganj
Bihar,Madhepura,Puraini
Bihar,Madhepura,Alamnagar
Bihar,Madhepura,Chausa
Bihar,Saharsa,Saharsa
Bihar,Saharsa,Nauhatta
Bihar,Saharsa,Satar Kataiya
Bihar,Saharsa,Mahishi
Bihar,Saharsa,Kahara
Bihar,Saharsa,Saur Bazar
Bihar,Saharsa,Patargha
Bihar,Saharsa,Sonbarsa
Bihar,Saharsa,Simri Bakhtiarpur
Bihar,Saharsa,Salkhua
Bihar,Saharsa,Banma Itahri
Bihar,Darbhanga,Darbhanga
Bihar,Darbhanga,Jale
Bihar,Darbhanga,Singhwara
Bihar,Darbhanga,Keotiranway
Bihar,Darbhanga,Manigachhi
Bihar,Darbhanga,Tardih
Bihar,Darbhanga,Alinagar
Bihar,Darbhanga,Benipur
Bihar,Darbhanga,Bahadurpur
Bihar,Darbhanga,Hanumannagar
Bihar,Darbhanga,Hayagha
Bihar,Darbhanga,Baheri
Bihar,Darbhanga,Biraul
Bihar,Darbhanga,Ghanshyampur
Bihar,Darbhanga,Kiratpur
Bihar,Darbhanga,Gora Bauram
Bihar,Darbhanga,Kusheshwar Asthan
Bihar,Darbhanga,Kusheshwar Asthan Purbi
Bihar,Muzaffarpur,Muzaffarpur
Bihar,Muzaffarpur,Sahebganj
Bihar,Muzaffarpur,Baruraj (Motipur
Bihar,Muzaffarpur,Paroo
Bihar,Muzaffarpur,Saraiya
Bihar,Muzaffarpur,Marwan
Bihar,Muzaffarpur,Kanti
Bihar,Muzaffarpur,Minapur
Bihar,Muzaffarpur,Bochaha
Bihar,Muzaffarpur,Aurai
Bihar,Muzaffarpur,Katra
Bihar,Muzaffarpur,Gaigha
Bihar,Muzaffarpur,Bandra
Bihar,Muzaffarpur,Dholi (Moraul
Bihar,Muzaffarpur,Musahri
Bihar,Muzaffarpur,Kurhani
Bihar,Muzaffarpur,Sakra
Bihar,Gopalganj,Gopalganj
Bihar,Gopalganj,Katiya
Bihar,Gopalganj,Bijaipur
Bihar,Gopalganj,Bhorey
Bihar,Gopalganj,Pach Deuri
Bihar,Gopalganj,Kuchaikote
Bihar,Gopalganj,Phulwaria
Bihar,Gopalganj,Hathua
Bihar,Gopalganj,Uchkagaon
Bihar,Gopalganj,Thawe
Bihar,Gopalganj,Manjha
Bihar,Gopalganj,Barauli
Bihar,Gopalganj,Sidhwalia
Bihar,Gopalganj,Baikunthpur
Bihar,Siwan,Siwan
Bihar,Siwan,Nautan
Bihar,Siwan,Barharia
Bihar,Siwan,Goriakothi
Bihar,Siwan,Lakri Nabiganj
Bihar,Siwan,Basantpur
Bihar,Siwan,Bhagwanpur Ha
Bihar,Siwan,Maharajganj
Bihar,Siwan,Pachrukhi
Bihar,Siwan,Hussainganj
Bihar,Siwan,Ziradei
Bihar,Siwan,Mairwa
Bihar,Siwan,Guthani
Bihar,Siwan,Darauli
Bihar,Siwan,Andar
Bihar,Siwan,Raghunathpur
Bihar,Siwan,Hasanpura
Bihar,Siwan,Daraundha
Bihar,Siwan,Siswan
Bihar,Saran,Saran
Bihar,Saran,Mashrakh
Bihar,Saran,Panapur
Bihar,Saran,Taraiya
Bihar,Saran,Ishupur
Bihar,Saran,Baniapur
Bihar,Saran,Lahladpur
Bihar,Saran,Ekma
Bihar,Saran,Manjhi
Bihar,Saran,Jalalpur
Bihar,Saran,Revelganj
Bihar,Saran,Chapra
Bihar,Saran,Nagra
Bihar,Saran,Marhaura
Bihar,Saran,Amnour
Bihar,Saran,Maker
Bihar,Saran,Parsa
Bihar,Saran,Dariapur
Bihar,Saran,Garkha
Bihar,Saran,Dighwara
Bihar,Saran,Sonepur
Bihar,Vaishali,Vaishali
Bihar,Vaishali,Paterhi Belsar
Bihar,Vaishali,Lalganj
Bihar,Vaishali,Bhagwanpur
Bihar,Vaishali,Goraul
Bihar,Vaishali,Chehra Kalan
Bihar,Vaishali,Patepur
Bihar,Vaishali,Mahua
Bihar,Vaishali,Jandaha
Bihar,Vaishali,Raja Pakar
Bihar,Vaishali,Hajipur
Bihar,Vaishali,Raghopur
Bihar,Vaishali,Bidupur
Bihar,Vaishali,Desri
Bihar,Vaishali,Sahdai Buzurg
Bihar,Vaishali,Mahnar
Bihar,Samastipur,Samastipur
Bihar,Samastipur,Kalyanpur
Bihar,Samastipur,Warisnagar
Bihar,Samastipur,Shivaji Nagar
Bihar,Samastipur,Khanpur
Bihar,Samastipur,Pusa
Bihar,Samastipur,Tajpur
Bihar,Samastipur,Morwa
Bihar,Samastipur,Patori
Bihar,Samastipur,Mohanpur
Bihar,Samastipur,Mohiuddinagar
Bihar,Samastipur,Sarairanjan
Bihar,Samastipur,Vidyapati Nagar
Bihar,Samastipur,Dalsinghsarai
Bihar,Samastipur,Ujiarpur
Bihar,Samastipur,Bibhutpur
Bihar,Samastipur,Rosera
Bihar,Samastipur,Singhia
Bihar,Samastipur,Hasanpur
Bihar,Samastipur,Bithan
Bihar,Begusarai,Begusarai
Bihar,Begusarai,Khudabandpur
Bihar,Begusarai,Chhorahi
Bihar,Begusarai,Garhpura
Bihar,Begusarai,Cheria Bariarpur
Bihar,Begusarai,Bhagwanpur
Bihar,Begusarai,Mansurchak
Bihar,Begusarai,Bachhwara
Bihar,Begusarai,Teghra
Bihar,Begusarai,Barauni
Bihar,Begusarai,Birpur
Bihar,Begusarai,Naokothi
Bihar,Begusarai,Bakhri
Bihar,Begusarai,Dandari
Bihar,Begusarai,Sahebpur Kamal
Bihar,Begusarai,Balia
Bihar,Begusarai,Matihani
Bihar,Begusarai,Shamho Akha Kurha
Bihar,Khagaria,Khagaria
Bihar,Khagaria,Alauli
Bihar,Khagaria,Mansi
Bihar,Khagaria,Chautham
Bihar,Khagaria,Beldaur
Bihar,Khagaria,Gogri
Bihar,Khagaria,Parbatta
Bihar,Bhagalpur,Bhagalpur
Bihar,Bhagalpur,Narayanpur
Bihar,Bhagalpur,Bihpur
Bihar,Bhagalpur,Kharik
Bihar,Bhagalpur,Naugachhia
Bihar,Bhagalpur,Rangra Chowk
Bihar,Bhagalpur,Gopalpur
Bihar,Bhagalpur,Pirpainti
Bihar,Bhagalpur,Colgong
Bihar,Bhagalpur,Ismailpur
Bihar,Bhagalpur,Sabour
Bihar,Bhagalpur,Nathnagar
Bihar,Bhagalpur,Sultanganj
Bihar,Bhagalpur,Shahkund
Bihar,Bhagalpur,Goradih
Bihar,Bhagalpur,Jagdishpur
Bihar,Bhagalpur,Sonhaula
Bihar,Banka,Banka
Bihar,Banka,Shambhuganj
Bihar,Banka,Amarpur
Bihar,Banka,Rajaun
Bihar,Banka,Dhuraiya
Bihar,Banka,Baraha
Bihar,Banka,Phulidumar
Bihar,Banka,Belhar
Bihar,Banka,Chanan
Bihar,Banka,Katoria
Bihar,Banka,Bausi
Bihar,Munger,Munger
Bihar,Munger,Bariarpur
Bihar,Munger,Jamalpur
Bihar,Munger,Dharhara
Bihar,Munger,Kharagpur
Bihar,Munger,Asarganj
Bihar,Munger,Tarapur
Bihar,Munger,Tetiha Bambor
Bihar,Munger,Sangrampur
Bihar,Lakhisarai,Lakhisarai
Bihar,Lakhisarai,Barahiya
Bihar,Lakhisarai,Pipariya
Bihar,Lakhisarai,Surajgarha
Bihar,Lakhisarai,Chanan*
Bihar,Lakhisarai,Ramgarh Chowk
Bihar,Lakhisarai,Halsi
Bihar,Sheikhpura,Sheikhpura
Bihar,Sheikhpura,Barbigha
Bihar,Sheikhpura,Shekhopur Sarai
Bihar,Sheikhpura,Ghat Kusumbha
Bihar,Sheikhpura,Chewara
Bihar,Sheikhpura,Ariari
Bihar,Nalanda,Nalanda
Bihar,Nalanda,Karai Parsurai
Bihar,Nalanda,Nagar Nausa
Bihar,Nalanda,Harnau
Bihar,Nalanda,Chandi
Bihar,Nalanda,Rahui
Bihar,Nalanda,Bind
Bihar,Nalanda,Sarmera
Bihar,Nalanda,Asthawan
Bihar,Nalanda,Bihar
Bihar,Nalanda,Noorsarai
Bihar,Nalanda,Tharthari
Bihar,Nalanda,Parbalpur
Bihar,Nalanda,Hilsa
Bihar,Nalanda,Ekangarsarai
Bihar,Nalanda,Islampur
Bihar,Nalanda,Ben
Bihar,Nalanda,Rajgir
Bihar,Nalanda,Silao
Bihar,Nalanda,Giriak
Bihar,Nalanda,Katrisarai
Bihar,Patna,Patna
Bihar,Patna,Maner
Bihar,Patna,Dinapur-Cum-Khagaul
Bihar,Patna,Patna Rural
Bihar,Patna,Sampatchak
Bihar,Patna,Phulwari
Bihar,Patna,Bihta
Bihar,Patna,Naubatpur
Bihar,Patna,Bikram
Bihar,Patna,Dulhin Bazar
Bihar,Patna,Paliganj
Bihar,Patna,Masaurhi
Bihar,Patna,Dhanarua
Bihar,Patna,Punpun
Bihar,Patna,Fatwah
Bihar,Patna,Daniawan
Bihar,Patna,Khusrupur
Bihar,Patna,Bakhtiarpur
Bihar,Patna,Athmalgola
Bihar,Patna,Belchhi
Bihar,Patna,Barh
Bihar,Patna,Pandarak
Bihar,Patna,Ghoswari
Bihar,Patna,Mokameh
Bihar,Bhojpur,Bhojpur
Bihar,Bhojpur,Shahpur
Bihar,Bhojpur,Arrah
Bihar,Bhojpur,Barhara
Bihar,Bhojpur,Koilwar
Bihar,Bhojpur,Sandesh
Bihar,Bhojpur,Udwant Nagar
Bihar,Bhojpur,Behea
Bihar,Bhojpur,Jagdishpur
Bihar,Bhojpur,Piro
Bihar,Bhojpur,Charpokhari
Bihar,Bhojpur,Garhani
Bihar,Bhojpur,Agiaon
Bihar,Bhojpur,Tarari
Bihar,Bhojpur,Sahar
Bihar,Buxar,Buxar
Bihar,Buxar,Simri
Bihar,Buxar,Chakki
Bihar,Buxar,Barhampur
Bihar,Buxar,Chaugain
Bihar,Buxar,Kesath
Bihar,Buxar,Dumraon
Bihar,Buxar,Chausa
Bihar,Buxar,Rajpur
Bihar,Buxar,Itarhi
Bihar,Buxar,Nawanagar
Bihar,Kaimur (Bhabua),Kaimur (Bhabua
Bihar,Kaimur (Bhabua),Ramgarh
Bihar,Kaimur (Bhabua),Nuaon
Bihar,Kaimur (Bhabua),Kudra
Bihar,Kaimur (Bhabua),Mohania
Bihar,Kaimur (Bhabua),Durgawati
Bihar,Kaimur (Bhabua),Chand
Bihar,Kaimur (Bhabua),Chainpur
Bihar,Kaimur (Bhabua),Bhabua
Bihar,Kaimur (Bhabua),Rampur
Bihar,Kaimur (Bhabua),Bhagwanpur
Bihar,Kaimur (Bhabua),Adhaura
Bihar,Rohtas,Rohtas
Bihar,Rohtas,Kochas
